,12.0,16.0,23.0,25.0,27.0,29.0,30.0,31.0,33.0,42.0,44.0,48.0,49.0,51.0,52.0,60.0,67.0,72.0,73.0,80.0,81.0,83.0,99.0,100.0,104.0,122.0,131.0,137.0,139.0,142.0,143.0,144.0,160.0,233.0,235.0,239.0,245.0,251.0,282.0,289.0,295.0,297.0,299.0,301.0,304.0,307.0,312.0,314.0,316.0,340.0,368.0,388.0,438.0,456.0,458.0,466.0,467.0,473.0,474.0,476.0,477.0,492.0,531.0,574.0,630.0,644.0,663.0,722.0,745.0,748.0,749.0,766.0,770.0,775.0,778.0,792.0,813.0,823.0,828.0,850.0,863.0,877.0,886.0,902.0,912.0,921.0,922.0,930.0,942.0,969.0,978.0,995.0,1003.0,1015.0,1018.0,1028.0,1030.0,1319.0,1576.0,2045.0
1.0,58,13,54,3,11,90,20,3,27,9,1,9,3,5,5,24,6,2,3,1,19,3,3,3,7,9,2,4,8,10,1,4,2,8,2,2,2,7,1,3,5,4,2,8,2,2,1,3,15,2,1,10,3,1,3,2,1,1,2,1,3,1,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4,2,4,0,2,6,3,0,5,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,7,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,3,0,1,1,0,1,2,1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,0,0,1,0,0,6,2,0,2,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,19,0,15,1,3,19,1,0,11,2,0,1,1,3,3,14,0,1,0,1,1,0,0,1,3,3,2,0,5,2,3,6,0,16,1,1,4,3,0,0,1,0,2,0,0,0,1,3,0,0,0,2,1,1,2,1,0,2,11,0,7,0,0,1,1,6,0,5,0,0,5,2,0,0,1,0,5,0,0,1,2,2,1,2,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0
6.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7.0,2,0,1,0,2,7,1,0,1,3,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
8.0,6,1,2,1,1,5,3,1,6,5,0,0,0,5,1,2,0,0,0,0,2,0,0,1,1,4,0,0,1,1,0,5,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,8,0,1,0,1,0,0,0,2,2,0,1,2,0,0,1,1,2,1,0,1,0,0,2,0,0,0,0,2,1,3,0,0,0,2,1,0,0,0,0,0,0
9.0,2,1,2,0,1,3,0,0,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
